21/10/24 00:14:50 INFO terasort.TeraSort: starting
21/10/24 00:14:51 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635005972465, maxDate=1635610772465, sequenceNumber=5068662, masterKeyId=649 on ha-hdfs:cuhkcluster
21/10/24 00:14:51 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/24 00:14:51 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635005972535, maxDate=1635610772535, sequenceNumber=8465, masterKeyId=260))
21/10/24 00:14:51 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635005972465, maxDate=1635610772465, sequenceNumber=5068662, masterKeyId=649)
21/10/24 00:14:51 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635005972535, maxDate=1635610772535, sequenceNumber=8465, masterKeyId=260)
21/10/24 00:14:51 INFO input.FileInputFormat: Total input files to process : 3
Spent 561ms computing base-splits.
Spent 2ms computing TeraScheduler splits.
Computing input splits took 563ms
Sampling 10 splits of 240
Making 1 from 100000 sampled records
Computing parititions took 355ms
Spent 921ms computing partitions.
21/10/24 00:14:52 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/24 00:14:52 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_7666
21/10/24 00:14:52 INFO mapreduce.JobSubmitter: number of splits:240
21/10/24 00:14:52 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_7666
21/10/24 00:14:52 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635005972465, maxDate=1635610772465, sequenceNumber=5068662, masterKeyId=649), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635005972535, maxDate=1635610772535, sequenceNumber=8465, masterKeyId=260)]
21/10/24 00:14:52 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/24 00:14:52 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/24 00:14:53 INFO impl.YarnClientImpl: Submitted application application_1633939588974_7666
21/10/24 00:14:53 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_7666/
21/10/24 00:14:53 INFO mapreduce.Job: Running job: job_1633939588974_7666
21/10/24 00:15:01 INFO mapreduce.Job: Job job_1633939588974_7666 running in uber mode : false
21/10/24 00:15:01 INFO mapreduce.Job:  map 0% reduce 0%
21/10/24 00:15:16 INFO mapreduce.Job:  map 1% reduce 0%
21/10/24 00:15:17 INFO mapreduce.Job:  map 2% reduce 0%
21/10/24 00:15:20 INFO mapreduce.Job:  map 5% reduce 0%
21/10/24 00:15:21 INFO mapreduce.Job:  map 6% reduce 0%
21/10/24 00:15:31 INFO mapreduce.Job:  map 7% reduce 0%
21/10/24 00:15:32 INFO mapreduce.Job:  map 8% reduce 0%
21/10/24 00:15:33 INFO mapreduce.Job:  map 10% reduce 0%
21/10/24 00:15:35 INFO mapreduce.Job:  map 11% reduce 0%
21/10/24 00:15:36 INFO mapreduce.Job:  map 12% reduce 0%
21/10/24 00:15:43 INFO mapreduce.Job:  map 13% reduce 0%
21/10/24 00:15:45 INFO mapreduce.Job:  map 14% reduce 0%
21/10/24 00:15:46 INFO mapreduce.Job:  map 15% reduce 0%
21/10/24 00:15:47 INFO mapreduce.Job:  map 16% reduce 0%
21/10/24 00:15:48 INFO mapreduce.Job:  map 17% reduce 0%
21/10/24 00:15:55 INFO mapreduce.Job:  map 18% reduce 0%
21/10/24 00:15:57 INFO mapreduce.Job:  map 19% reduce 0%
21/10/24 00:15:59 INFO mapreduce.Job:  map 20% reduce 3%
21/10/24 00:16:00 INFO mapreduce.Job:  map 21% reduce 3%
21/10/24 00:16:01 INFO mapreduce.Job:  map 22% reduce 3%
21/10/24 00:16:07 INFO mapreduce.Job:  map 23% reduce 3%
21/10/24 00:16:09 INFO mapreduce.Job:  map 24% reduce 3%
21/10/24 00:16:11 INFO mapreduce.Job:  map 25% reduce 3%
21/10/24 00:16:12 INFO mapreduce.Job:  map 26% reduce 3%
21/10/24 00:16:13 INFO mapreduce.Job:  map 27% reduce 3%
21/10/24 00:16:16 INFO mapreduce.Job:  map 28% reduce 3%
21/10/24 00:16:17 INFO mapreduce.Job:  map 28% reduce 5%
21/10/24 00:16:20 INFO mapreduce.Job:  map 28% reduce 6%
21/10/24 00:16:22 INFO mapreduce.Job:  map 29% reduce 6%
21/10/24 00:16:23 INFO mapreduce.Job:  map 30% reduce 6%
21/10/24 00:16:25 INFO mapreduce.Job:  map 31% reduce 6%
21/10/24 00:16:26 INFO mapreduce.Job:  map 32% reduce 6%
21/10/24 00:16:33 INFO mapreduce.Job:  map 33% reduce 6%
21/10/24 00:16:34 INFO mapreduce.Job:  map 34% reduce 6%
21/10/24 00:16:37 INFO mapreduce.Job:  map 35% reduce 6%
21/10/24 00:16:38 INFO mapreduce.Job:  map 36% reduce 6%
21/10/24 00:16:39 INFO mapreduce.Job:  map 37% reduce 6%
21/10/24 00:16:40 INFO mapreduce.Job:  map 38% reduce 6%
21/10/24 00:16:44 INFO mapreduce.Job:  map 38% reduce 8%
21/10/24 00:16:47 INFO mapreduce.Job:  map 39% reduce 8%
21/10/24 00:16:49 INFO mapreduce.Job:  map 40% reduce 8%
21/10/24 00:16:51 INFO mapreduce.Job:  map 41% reduce 8%
21/10/24 00:16:52 INFO mapreduce.Job:  map 42% reduce 8%
21/10/24 00:16:53 INFO mapreduce.Job:  map 43% reduce 8%
21/10/24 00:17:00 INFO mapreduce.Job:  map 44% reduce 8%
21/10/24 00:17:02 INFO mapreduce.Job:  map 45% reduce 8%
21/10/24 00:17:03 INFO mapreduce.Job:  map 46% reduce 9%
