21/10/20 12:27:03 INFO terasort.TeraSort: starting
21/10/20 12:27:04 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634704297782, maxDate=1635309097782, sequenceNumber=5033415, masterKeyId=645 on ha-hdfs:cuhkcluster
21/10/20 12:27:04 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/20 12:27:05 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634704297860, maxDate=1635309097860, sequenceNumber=3387, masterKeyId=256))
21/10/20 12:27:05 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634704297782, maxDate=1635309097782, sequenceNumber=5033415, masterKeyId=645)
21/10/20 12:27:05 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634704297860, maxDate=1635309097860, sequenceNumber=3387, masterKeyId=256)
21/10/20 12:27:05 INFO input.FileInputFormat: Total input files to process : 1
Spent 585ms computing base-splits.
Spent 3ms computing TeraScheduler splits.
Computing input splits took 589ms
Sampling 10 splits of 239
Making 1 from 100000 sampled records
Computing parititions took 311ms
Spent 902ms computing partitions.
21/10/20 12:27:05 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/20 12:27:06 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_2640
21/10/20 12:27:06 INFO mapreduce.JobSubmitter: number of splits:239
21/10/20 12:27:06 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_2640
21/10/20 12:27:06 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634704297782, maxDate=1635309097782, sequenceNumber=5033415, masterKeyId=645), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634704297860, maxDate=1635309097860, sequenceNumber=3387, masterKeyId=256)]
21/10/20 12:27:06 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/20 12:27:06 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/20 12:27:07 INFO impl.YarnClientImpl: Submitted application application_1633939588974_2640
21/10/20 12:27:07 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_2640/
21/10/20 12:27:07 INFO mapreduce.Job: Running job: job_1633939588974_2640
21/10/20 12:27:15 INFO mapreduce.Job: Job job_1633939588974_2640 running in uber mode : false
21/10/20 12:27:15 INFO mapreduce.Job:  map 0% reduce 0%
21/10/20 12:27:30 INFO mapreduce.Job:  map 4% reduce 0%
21/10/20 12:27:32 INFO mapreduce.Job:  map 6% reduce 0%
21/10/20 12:27:42 INFO mapreduce.Job:  map 7% reduce 0%
21/10/20 12:27:43 INFO mapreduce.Job:  map 10% reduce 0%
21/10/20 12:27:44 INFO mapreduce.Job:  map 11% reduce 0%
21/10/20 12:27:45 INFO mapreduce.Job:  map 12% reduce 0%
21/10/20 12:27:53 INFO mapreduce.Job:  map 13% reduce 0%
21/10/20 12:27:55 INFO mapreduce.Job:  map 14% reduce 0%
21/10/20 12:27:56 INFO mapreduce.Job:  map 16% reduce 0%
21/10/20 12:27:57 INFO mapreduce.Job:  map 17% reduce 0%
21/10/20 12:27:59 INFO mapreduce.Job:  map 18% reduce 0%
21/10/20 12:28:06 INFO mapreduce.Job:  map 19% reduce 0%
21/10/20 12:28:07 INFO mapreduce.Job:  map 20% reduce 0%
21/10/20 12:28:09 INFO mapreduce.Job:  map 22% reduce 3%
21/10/20 12:28:12 INFO mapreduce.Job:  map 23% reduce 3%
21/10/20 12:28:18 INFO mapreduce.Job:  map 24% reduce 3%
21/10/20 12:28:20 INFO mapreduce.Job:  map 26% reduce 3%
21/10/20 12:28:21 INFO mapreduce.Job:  map 27% reduce 3%
21/10/20 12:28:23 INFO mapreduce.Job:  map 28% reduce 3%
21/10/20 12:28:26 INFO mapreduce.Job:  map 28% reduce 5%
21/10/20 12:28:29 INFO mapreduce.Job:  map 28% reduce 6%
21/10/20 12:28:31 INFO mapreduce.Job:  map 29% reduce 6%
21/10/20 12:28:32 INFO mapreduce.Job:  map 30% reduce 6%
21/10/20 12:28:34 INFO mapreduce.Job:  map 32% reduce 6%
21/10/20 12:28:36 INFO mapreduce.Job:  map 33% reduce 6%
21/10/20 12:28:43 INFO mapreduce.Job:  map 34% reduce 6%
21/10/20 12:28:44 INFO mapreduce.Job:  map 35% reduce 6%
21/10/20 12:28:45 INFO mapreduce.Job:  map 36% reduce 7%
21/10/20 12:28:46 INFO mapreduce.Job:  map 37% reduce 7%
21/10/20 12:28:48 INFO mapreduce.Job:  map 37% reduce 8%
21/10/20 12:28:49 INFO mapreduce.Job:  map 38% reduce 8%
21/10/20 12:28:56 INFO mapreduce.Job:  map 39% reduce 8%
21/10/20 12:28:57 INFO mapreduce.Job:  map 40% reduce 8%
21/10/20 12:28:58 INFO mapreduce.Job:  map 41% reduce 8%
21/10/20 12:28:59 INFO mapreduce.Job:  map 42% reduce 8%
21/10/20 12:29:01 INFO mapreduce.Job:  map 43% reduce 8%
21/10/20 12:29:07 INFO mapreduce.Job:  map 44% reduce 8%
21/10/20 12:29:08 INFO mapreduce.Job:  map 44% reduce 10%
21/10/20 12:29:09 INFO mapreduce.Job:  map 45% reduce 10%
21/10/20 12:29:11 INFO mapreduce.Job:  map 46% reduce 11%
21/10/20 12:29:12 INFO mapreduce.Job:  map 47% reduce 11%
21/10/20 12:29:14 INFO mapreduce.Job:  map 48% reduce 11%
21/10/20 12:29:21 INFO mapreduce.Job:  map 49% reduce 11%
21/10/20 12:29:23 INFO mapreduce.Job:  map 50% reduce 11%
21/10/20 12:29:26 INFO mapreduce.Job:  map 52% reduce 11%
21/10/20 12:29:29 INFO mapreduce.Job:  map 53% reduce 12%
21/10/20 12:29:32 INFO mapreduce.Job:  map 53% reduce 13%
21/10/20 12:29:34 INFO mapreduce.Job:  map 54% reduce 13%
21/10/20 12:29:37 INFO mapreduce.Job:  map 55% reduce 13%
21/10/20 12:29:39 INFO mapreduce.Job:  map 56% reduce 13%
21/10/20 12:29:40 INFO mapreduce.Job:  map 57% reduce 13%
21/10/20 12:29:42 INFO mapreduce.Job:  map 58% reduce 13%
21/10/20 12:29:48 INFO mapreduce.Job:  map 59% reduce 13%
21/10/20 12:29:50 INFO mapreduce.Job:  map 59% reduce 15%
21/10/20 12:29:55 INFO mapreduce.Job:  map 61% reduce 15%
21/10/20 12:29:56 INFO mapreduce.Job:  map 62% reduce 15%
21/10/20 12:29:58 INFO mapreduce.Job:  map 63% reduce 15%
21/10/20 12:30:01 INFO mapreduce.Job:  map 64% reduce 15%
21/10/20 12:30:05 INFO mapreduce.Job:  map 64% reduce 16%
21/10/20 12:30:07 INFO mapreduce.Job:  map 65% reduce 16%
21/10/20 12:30:08 INFO mapreduce.Job:  map 65% reduce 17%
21/10/20 12:30:09 INFO mapreduce.Job:  map 67% reduce 17%
21/10/20 12:30:10 INFO mapreduce.Job:  map 68% reduce 17%
21/10/20 12:30:11 INFO mapreduce.Job:  map 68% reduce 18%
21/10/20 12:30:12 INFO mapreduce.Job:  map 69% reduce 18%
21/10/20 12:30:18 INFO mapreduce.Job:  map 70% reduce 18%
21/10/20 12:30:19 INFO mapreduce.Job:  map 72% reduce 18%
21/10/20 12:30:20 INFO mapreduce.Job:  map 73% reduce 18%
21/10/20 12:30:21 INFO mapreduce.Job:  map 74% reduce 19%
21/10/20 12:30:24 INFO mapreduce.Job:  map 74% reduce 20%
21/10/20 12:30:29 INFO mapreduce.Job:  map 76% reduce 20%
21/10/20 12:30:30 INFO mapreduce.Job:  map 77% reduce 20%
21/10/20 12:30:31 INFO mapreduce.Job:  map 79% reduce 20%
21/10/20 12:30:38 INFO mapreduce.Job:  map 80% reduce 20%
21/10/20 12:30:39 INFO mapreduce.Job:  map 81% reduce 22%
21/10/20 12:30:41 INFO mapreduce.Job:  map 82% reduce 22%
21/10/20 12:30:42 INFO mapreduce.Job:  map 83% reduce 22%
21/10/20 12:30:44 INFO mapreduce.Job:  map 84% reduce 22%
21/10/20 12:30:49 INFO mapreduce.Job:  map 85% reduce 22%
21/10/20 12:30:50 INFO mapreduce.Job:  map 86% reduce 22%
21/10/20 12:30:51 INFO mapreduce.Job:  map 87% reduce 25%
21/10/20 12:30:52 INFO mapreduce.Job:  map 88% reduce 25%
21/10/20 12:30:54 INFO mapreduce.Job:  map 89% reduce 25%
21/10/20 12:30:57 INFO mapreduce.Job:  map 90% reduce 25%
21/10/20 12:31:00 INFO mapreduce.Job:  map 91% reduce 25%
21/10/20 12:31:01 INFO mapreduce.Job:  map 92% reduce 25%
21/10/20 12:31:02 INFO mapreduce.Job:  map 93% reduce 25%
21/10/20 12:31:04 INFO mapreduce.Job:  map 94% reduce 25%
21/10/20 12:31:07 INFO mapreduce.Job:  map 95% reduce 27%
21/10/20 12:31:12 INFO mapreduce.Job:  map 97% reduce 27%
21/10/20 12:31:14 INFO mapreduce.Job:  map 98% reduce 27%
21/10/20 12:31:15 INFO mapreduce.Job:  map 99% reduce 27%
21/10/20 12:31:17 INFO mapreduce.Job:  map 100% reduce 27%
21/10/20 12:31:20 INFO mapreduce.Job:  map 100% reduce 28%
21/10/20 12:31:23 INFO mapreduce.Job:  map 100% reduce 30%
21/10/20 12:31:38 INFO mapreduce.Job:  map 100% reduce 32%
21/10/20 12:31:56 INFO mapreduce.Job:  map 100% reduce 33%
21/10/20 12:32:15 INFO mapreduce.Job:  map 100% reduce 67%
21/10/20 12:32:27 INFO mapreduce.Job:  map 100% reduce 68%
21/10/20 12:32:39 INFO mapreduce.Job:  map 100% reduce 69%
21/10/20 12:32:51 INFO mapreduce.Job:  map 100% reduce 70%
21/10/20 12:33:03 INFO mapreduce.Job:  map 100% reduce 71%
21/10/20 12:33:12 INFO mapreduce.Job:  map 100% reduce 72%
21/10/20 12:33:24 INFO mapreduce.Job:  map 100% reduce 73%
21/10/20 12:33:36 INFO mapreduce.Job:  map 100% reduce 74%
