21/10/29 02:11:54 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/29 02:11:54 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635445008145, maxDate=1636049808145, sequenceNumber=5120757, masterKeyId=654 on ha-hdfs:cuhkcluster
21/10/29 02:11:54 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/29 02:11:54 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635445008238, maxDate=1636049808238, sequenceNumber=16659, masterKeyId=265))
21/10/29 02:11:54 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635445008145, maxDate=1636049808145, sequenceNumber=5120757, masterKeyId=654)
21/10/29 02:11:54 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635445008238, maxDate=1636049808238, sequenceNumber=16659, masterKeyId=265)
21/10/29 02:11:55 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_15601
21/10/29 02:11:55 INFO input.FileInputFormat: Total input files to process : 1
21/10/29 02:11:55 INFO mapreduce.JobSubmitter: number of splits:182
21/10/29 02:11:55 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_15601
21/10/29 02:11:55 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635445008145, maxDate=1636049808145, sequenceNumber=5120757, masterKeyId=654), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635445008238, maxDate=1636049808238, sequenceNumber=16659, masterKeyId=265)]
21/10/29 02:11:55 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/29 02:11:55 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/29 02:11:56 INFO impl.YarnClientImpl: Submitted application application_1633939588974_15601
21/10/29 02:11:56 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_15601/
21/10/29 02:11:56 INFO mapreduce.Job: Running job: job_1633939588974_15601
21/10/29 02:12:05 INFO mapreduce.Job: Job job_1633939588974_15601 running in uber mode : false
21/10/29 02:12:05 INFO mapreduce.Job:  map 0% reduce 0%
21/10/29 02:12:24 INFO mapreduce.Job:  map 1% reduce 0%
21/10/29 02:12:25 INFO mapreduce.Job:  map 2% reduce 0%
21/10/29 02:12:27 INFO mapreduce.Job:  map 3% reduce 0%
21/10/29 02:12:28 INFO mapreduce.Job:  map 4% reduce 0%
21/10/29 02:12:29 INFO mapreduce.Job:  map 5% reduce 0%
21/10/29 02:12:51 INFO mapreduce.Job:  map 6% reduce 0%
21/10/29 02:12:53 INFO mapreduce.Job:  map 7% reduce 0%
21/10/29 02:12:56 INFO mapreduce.Job:  map 8% reduce 0%
21/10/29 02:13:04 INFO mapreduce.Job:  map 9% reduce 0%
21/10/29 02:13:07 INFO mapreduce.Job:  map 10% reduce 0%
21/10/29 02:13:10 INFO mapreduce.Job:  map 11% reduce 0%
21/10/29 02:13:12 INFO mapreduce.Job:  map 12% reduce 0%
21/10/29 02:13:14 INFO mapreduce.Job:  map 13% reduce 0%
21/10/29 02:13:33 INFO mapreduce.Job:  map 14% reduce 0%
21/10/29 02:13:37 INFO mapreduce.Job:  map 15% reduce 0%
21/10/29 02:13:42 INFO mapreduce.Job:  map 16% reduce 0%
21/10/29 02:13:47 INFO mapreduce.Job:  map 17% reduce 0%
21/10/29 02:13:49 INFO mapreduce.Job:  map 18% reduce 0%
21/10/29 02:13:52 INFO mapreduce.Job:  map 19% reduce 2%
21/10/29 02:13:55 INFO mapreduce.Job:  map 20% reduce 2%
21/10/29 02:14:13 INFO mapreduce.Job:  map 21% reduce 2%
21/10/29 02:14:16 INFO mapreduce.Job:  map 22% reduce 2%
21/10/29 02:14:23 INFO mapreduce.Job:  map 23% reduce 2%
21/10/29 02:14:26 INFO mapreduce.Job:  map 24% reduce 2%
21/10/29 02:14:29 INFO mapreduce.Job:  map 25% reduce 2%
21/10/29 02:14:31 INFO mapreduce.Job:  map 26% reduce 2%
21/10/29 02:14:45 INFO mapreduce.Job:  map 27% reduce 2%
21/10/29 02:14:47 INFO mapreduce.Job:  map 27% reduce 3%
21/10/29 02:14:53 INFO mapreduce.Job:  map 28% reduce 3%
21/10/29 02:14:57 INFO mapreduce.Job:  map 29% reduce 3%
21/10/29 02:15:02 INFO mapreduce.Job:  map 30% reduce 3%
21/10/29 02:15:06 INFO mapreduce.Job:  map 31% reduce 3%
21/10/29 02:15:08 INFO mapreduce.Job:  map 32% reduce 3%
21/10/29 02:15:12 INFO mapreduce.Job:  map 32% reduce 6%
21/10/29 02:15:25 INFO mapreduce.Job:  map 33% reduce 6%
21/10/29 02:15:28 INFO mapreduce.Job:  map 33% reduce 7%
21/10/29 02:15:32 INFO mapreduce.Job:  map 34% reduce 7%
21/10/29 02:15:34 INFO mapreduce.Job:  map 34% reduce 8%
21/10/29 02:15:36 INFO mapreduce.Job:  map 35% reduce 8%
21/10/29 02:15:42 INFO mapreduce.Job:  map 36% reduce 8%
21/10/29 02:15:45 INFO mapreduce.Job:  map 37% reduce 8%
21/10/29 02:15:48 INFO mapreduce.Job:  map 38% reduce 8%
21/10/29 02:16:08 INFO mapreduce.Job:  map 39% reduce 8%
21/10/29 02:16:09 INFO mapreduce.Job:  map 40% reduce 8%
21/10/29 02:16:11 INFO mapreduce.Job:  map 40% reduce 9%
21/10/29 02:16:18 INFO mapreduce.Job:  map 41% reduce 9%
21/10/29 02:16:21 INFO mapreduce.Job:  map 42% reduce 9%
21/10/29 02:16:23 INFO mapreduce.Job:  map 43% reduce 9%
21/10/29 02:16:39 INFO mapreduce.Job:  map 44% reduce 9%
21/10/29 02:16:45 INFO mapreduce.Job:  map 45% reduce 9%
21/10/29 02:16:47 INFO mapreduce.Job:  map 45% reduce 10%
21/10/29 02:16:49 INFO mapreduce.Job:  map 46% reduce 10%
21/10/29 02:16:54 INFO mapreduce.Job:  map 46% reduce 15%
21/10/29 02:16:56 INFO mapreduce.Job:  map 47% reduce 15%
21/10/29 02:16:59 INFO mapreduce.Job:  map 48% reduce 15%
21/10/29 02:17:13 INFO mapreduce.Job:  map 49% reduce 15%
21/10/29 02:17:15 INFO mapreduce.Job:  map 49% reduce 16%
21/10/29 02:17:20 INFO mapreduce.Job:  map 50% reduce 16%
21/10/29 02:17:27 INFO mapreduce.Job:  map 51% reduce 16%
