21/10/24 01:01:44 INFO terasort.TeraSort: starting
21/10/24 01:01:45 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635008787110, maxDate=1635613587110, sequenceNumber=5068971, masterKeyId=649 on ha-hdfs:cuhkcluster
21/10/24 01:01:45 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/24 01:01:45 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635008787180, maxDate=1635613587180, sequenceNumber=8493, masterKeyId=260))
21/10/24 01:01:45 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635008787110, maxDate=1635613587110, sequenceNumber=5068971, masterKeyId=649)
21/10/24 01:01:45 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635008787180, maxDate=1635613587180, sequenceNumber=8493, masterKeyId=260)
21/10/24 01:01:46 INFO input.FileInputFormat: Total input files to process : 2
Spent 568ms computing base-splits.
Spent 3ms computing TeraScheduler splits.
Computing input splits took 572ms
Sampling 10 splits of 240
Making 2 from 100000 sampled records
Computing parititions took 375ms
Spent 949ms computing partitions.
21/10/24 01:01:46 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/24 01:01:46 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_7694
21/10/24 01:01:47 INFO mapreduce.JobSubmitter: number of splits:240
21/10/24 01:01:47 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_7694
21/10/24 01:01:47 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635008787110, maxDate=1635613587110, sequenceNumber=5068971, masterKeyId=649), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635008787180, maxDate=1635613587180, sequenceNumber=8493, masterKeyId=260)]
21/10/24 01:01:47 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/24 01:01:47 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/24 01:01:47 INFO impl.YarnClientImpl: Submitted application application_1633939588974_7694
21/10/24 01:01:47 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_7694/
21/10/24 01:01:47 INFO mapreduce.Job: Running job: job_1633939588974_7694
21/10/24 01:01:56 INFO mapreduce.Job: Job job_1633939588974_7694 running in uber mode : false
21/10/24 01:01:56 INFO mapreduce.Job:  map 0% reduce 0%
21/10/24 01:02:11 INFO mapreduce.Job:  map 1% reduce 0%
21/10/24 01:02:14 INFO mapreduce.Job:  map 5% reduce 0%
21/10/24 01:02:15 INFO mapreduce.Job:  map 6% reduce 0%
21/10/24 01:02:25 INFO mapreduce.Job:  map 9% reduce 0%
21/10/24 01:02:26 INFO mapreduce.Job:  map 10% reduce 0%
21/10/24 01:02:27 INFO mapreduce.Job:  map 11% reduce 0%
21/10/24 01:02:28 INFO mapreduce.Job:  map 12% reduce 0%
21/10/24 01:02:36 INFO mapreduce.Job:  map 13% reduce 0%
21/10/24 01:02:38 INFO mapreduce.Job:  map 15% reduce 0%
21/10/24 01:02:39 INFO mapreduce.Job:  map 16% reduce 0%
21/10/24 01:02:40 INFO mapreduce.Job:  map 17% reduce 0%
21/10/24 01:02:47 INFO mapreduce.Job:  map 18% reduce 0%
21/10/24 01:02:51 INFO mapreduce.Job:  map 20% reduce 0%
21/10/24 01:02:52 INFO mapreduce.Job:  map 21% reduce 3%
21/10/24 01:02:53 INFO mapreduce.Job:  map 22% reduce 3%
21/10/24 01:02:58 INFO mapreduce.Job:  map 22% reduce 4%
21/10/24 01:03:00 INFO mapreduce.Job:  map 23% reduce 4%
21/10/24 01:03:02 INFO mapreduce.Job:  map 24% reduce 4%
21/10/24 01:03:04 INFO mapreduce.Job:  map 25% reduce 4%
21/10/24 01:03:05 INFO mapreduce.Job:  map 27% reduce 4%
21/10/24 01:03:08 INFO mapreduce.Job:  map 28% reduce 4%
21/10/24 01:03:13 INFO mapreduce.Job:  map 28% reduce 5%
21/10/24 01:03:15 INFO mapreduce.Job:  map 29% reduce 5%
21/10/24 01:03:16 INFO mapreduce.Job:  map 30% reduce 5%
21/10/24 01:03:17 INFO mapreduce.Job:  map 31% reduce 5%
21/10/24 01:03:18 INFO mapreduce.Job:  map 31% reduce 8%
21/10/24 01:03:19 INFO mapreduce.Job:  map 32% reduce 8%
21/10/24 01:03:22 INFO mapreduce.Job:  map 32% reduce 9%
21/10/24 01:03:26 INFO mapreduce.Job:  map 33% reduce 9%
21/10/24 01:03:29 INFO mapreduce.Job:  map 34% reduce 9%
21/10/24 01:03:30 INFO mapreduce.Job:  map 35% reduce 9%
21/10/24 01:03:32 INFO mapreduce.Job:  map 36% reduce 9%
21/10/24 01:03:37 INFO mapreduce.Job:  map 36% reduce 10%
21/10/24 01:03:39 INFO mapreduce.Job:  map 37% reduce 10%
21/10/24 01:03:40 INFO mapreduce.Job:  map 38% reduce 10%
21/10/24 01:03:43 INFO mapreduce.Job:  map 39% reduce 10%
21/10/24 01:03:44 INFO mapreduce.Job:  map 40% reduce 11%
21/10/24 01:03:47 INFO mapreduce.Job:  map 40% reduce 12%
21/10/24 01:03:50 INFO mapreduce.Job:  map 41% reduce 12%
21/10/24 01:03:53 INFO mapreduce.Job:  map 42% reduce 13%
21/10/24 01:03:54 INFO mapreduce.Job:  map 43% reduce 13%
21/10/24 01:03:55 INFO mapreduce.Job:  map 44% reduce 13%
21/10/24 01:04:01 INFO mapreduce.Job:  map 45% reduce 13%
21/10/24 01:04:04 INFO mapreduce.Job:  map 46% reduce 13%
21/10/24 01:04:05 INFO mapreduce.Job:  map 47% reduce 14%
21/10/24 01:04:07 INFO mapreduce.Job:  map 48% reduce 14%
21/10/24 01:04:08 INFO mapreduce.Job:  map 48% reduce 15%
21/10/24 01:04:11 INFO mapreduce.Job:  map 49% reduce 16%
21/10/24 01:04:15 INFO mapreduce.Job:  map 50% reduce 16%
21/10/24 01:04:17 INFO mapreduce.Job:  map 51% reduce 16%
21/10/24 01:04:19 INFO mapreduce.Job:  map 52% reduce 16%
21/10/24 01:04:21 INFO mapreduce.Job:  map 52% reduce 17%
21/10/24 01:04:24 INFO mapreduce.Job:  map 53% reduce 17%
21/10/24 01:04:27 INFO mapreduce.Job:  map 54% reduce 17%
21/10/24 01:04:29 INFO mapreduce.Job:  map 55% reduce 18%
21/10/24 01:04:31 INFO mapreduce.Job:  map 56% reduce 18%
21/10/24 01:04:33 INFO mapreduce.Job:  map 56% reduce 19%
21/10/24 01:04:35 INFO mapreduce.Job:  map 57% reduce 19%
21/10/24 01:04:37 INFO mapreduce.Job:  map 58% reduce 19%
21/10/24 01:04:40 INFO mapreduce.Job:  map 59% reduce 19%
21/10/24 01:04:41 INFO mapreduce.Job:  map 60% reduce 19%
21/10/24 01:04:42 INFO mapreduce.Job:  map 60% reduce 20%
21/10/24 01:04:48 INFO mapreduce.Job:  map 61% reduce 20%
21/10/24 01:04:49 INFO mapreduce.Job:  map 62% reduce 20%
21/10/24 01:04:51 INFO mapreduce.Job:  map 64% reduce 21%
21/10/24 01:04:56 INFO mapreduce.Job:  map 65% reduce 21%
21/10/24 01:04:57 INFO mapreduce.Job:  map 65% reduce 22%
21/10/24 01:04:59 INFO mapreduce.Job:  map 66% reduce 22%
21/10/24 01:05:00 INFO mapreduce.Job:  map 67% reduce 22%
21/10/24 01:05:01 INFO mapreduce.Job:  map 68% reduce 22%
21/10/24 01:05:03 INFO mapreduce.Job:  map 68% reduce 23%
21/10/24 01:05:05 INFO mapreduce.Job:  map 69% reduce 23%
21/10/24 01:05:10 INFO mapreduce.Job:  map 71% reduce 23%
21/10/24 01:05:11 INFO mapreduce.Job:  map 72% reduce 23%
21/10/24 01:05:12 INFO mapreduce.Job:  map 73% reduce 24%
21/10/24 01:05:19 INFO mapreduce.Job:  map 74% reduce 24%
21/10/24 01:05:20 INFO mapreduce.Job:  map 75% reduce 24%
21/10/24 01:05:21 INFO mapreduce.Job:  map 76% reduce 25%
21/10/24 01:05:22 INFO mapreduce.Job:  map 77% reduce 25%
21/10/24 01:05:26 INFO mapreduce.Job:  map 77% reduce 26%
21/10/24 01:05:29 INFO mapreduce.Job:  map 78% reduce 26%
21/10/24 01:05:30 INFO mapreduce.Job:  map 79% reduce 26%
21/10/24 01:05:31 INFO mapreduce.Job:  map 80% reduce 26%
21/10/24 01:05:32 INFO mapreduce.Job:  map 81% reduce 26%
21/10/24 01:05:33 INFO mapreduce.Job:  map 81% reduce 27%
21/10/24 01:05:38 INFO mapreduce.Job:  map 82% reduce 27%
21/10/24 01:05:40 INFO mapreduce.Job:  map 84% reduce 27%
21/10/24 01:05:42 INFO mapreduce.Job:  map 85% reduce 28%
21/10/24 01:05:48 INFO mapreduce.Job:  map 86% reduce 28%
21/10/24 01:05:50 INFO mapreduce.Job:  map 88% reduce 28%
21/10/24 01:05:51 INFO mapreduce.Job:  map 88% reduce 29%
21/10/24 01:05:52 INFO mapreduce.Job:  map 89% reduce 29%
21/10/24 01:05:54 INFO mapreduce.Job:  map 89% reduce 30%
21/10/24 01:05:55 INFO mapreduce.Job:  map 90% reduce 30%
21/10/24 01:06:00 INFO mapreduce.Job:  map 91% reduce 30%
21/10/24 01:06:01 INFO mapreduce.Job:  map 92% reduce 30%
21/10/24 01:06:02 INFO mapreduce.Job:  map 93% reduce 30%
21/10/24 01:06:03 INFO mapreduce.Job:  map 93% reduce 31%
21/10/24 01:06:05 INFO mapreduce.Job:  map 94% reduce 31%
21/10/24 01:06:08 INFO mapreduce.Job:  map 95% reduce 31%
21/10/24 01:06:09 INFO mapreduce.Job:  map 95% reduce 32%
21/10/24 01:06:11 INFO mapreduce.Job:  map 96% reduce 32%
21/10/24 01:06:12 INFO mapreduce.Job:  map 97% reduce 32%
21/10/24 01:06:14 INFO mapreduce.Job:  map 98% reduce 32%
21/10/24 01:06:15 INFO mapreduce.Job:  map 98% reduce 33%
21/10/24 01:06:17 INFO mapreduce.Job:  map 99% reduce 33%
21/10/24 01:06:18 INFO mapreduce.Job:  map 100% reduce 33%
21/10/24 01:06:27 INFO mapreduce.Job:  map 100% reduce 35%
21/10/24 01:06:31 INFO mapreduce.Job:  map 100% reduce 50%
21/10/24 01:06:34 INFO mapreduce.Job:  map 100% reduce 62%
21/10/24 01:06:37 INFO mapreduce.Job:  map 100% reduce 67%
21/10/24 01:06:40 INFO mapreduce.Job:  map 100% reduce 68%
21/10/24 01:06:46 INFO mapreduce.Job:  map 100% reduce 69%
21/10/24 01:06:52 INFO mapreduce.Job:  map 100% reduce 70%
21/10/24 01:06:56 INFO mapreduce.Job:  map 100% reduce 71%
