21/10/20 16:03:45 INFO terasort.TeraSort: starting
21/10/20 16:03:46 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634717299385, maxDate=1635322099385, sequenceNumber=5035056, masterKeyId=645 on ha-hdfs:cuhkcluster
21/10/20 16:03:46 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/20 16:03:46 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634717299454, maxDate=1635322099454, sequenceNumber=3728, masterKeyId=256))
21/10/20 16:03:46 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634717299385, maxDate=1635322099385, sequenceNumber=5035056, masterKeyId=645)
21/10/20 16:03:46 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634717299454, maxDate=1635322099454, sequenceNumber=3728, masterKeyId=256)
21/10/20 16:03:46 INFO input.FileInputFormat: Total input files to process : 1
Spent 518ms computing base-splits.
Spent 4ms computing TeraScheduler splits.
Computing input splits took 523ms
Sampling 10 splits of 239
Making 4 from 100000 sampled records
Computing parititions took 409ms
Spent 935ms computing partitions.
21/10/20 16:03:47 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/20 16:03:47 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_2981
21/10/20 16:03:47 INFO mapreduce.JobSubmitter: number of splits:239
21/10/20 16:03:47 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_2981
21/10/20 16:03:47 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634717299385, maxDate=1635322099385, sequenceNumber=5035056, masterKeyId=645), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634717299454, maxDate=1635322099454, sequenceNumber=3728, masterKeyId=256)]
21/10/20 16:03:47 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/20 16:03:47 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/20 16:03:48 INFO impl.YarnClientImpl: Submitted application application_1633939588974_2981
21/10/20 16:03:48 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_2981/
21/10/20 16:03:48 INFO mapreduce.Job: Running job: job_1633939588974_2981
21/10/20 16:03:56 INFO mapreduce.Job: Job job_1633939588974_2981 running in uber mode : false
21/10/20 16:03:56 INFO mapreduce.Job:  map 0% reduce 0%
21/10/20 16:04:10 INFO mapreduce.Job:  map 3% reduce 0%
21/10/20 16:04:11 INFO mapreduce.Job:  map 4% reduce 0%
21/10/20 16:04:12 INFO mapreduce.Job:  map 5% reduce 0%
21/10/20 16:04:13 INFO mapreduce.Job:  map 6% reduce 0%
21/10/20 16:04:22 INFO mapreduce.Job:  map 7% reduce 0%
21/10/20 16:04:23 INFO mapreduce.Job:  map 8% reduce 0%
21/10/20 16:04:24 INFO mapreduce.Job:  map 9% reduce 0%
21/10/20 16:04:25 INFO mapreduce.Job:  map 10% reduce 0%
21/10/20 16:04:27 INFO mapreduce.Job:  map 11% reduce 0%
21/10/20 16:04:30 INFO mapreduce.Job:  map 12% reduce 0%
21/10/20 16:04:36 INFO mapreduce.Job:  map 13% reduce 0%
21/10/20 16:04:37 INFO mapreduce.Job:  map 15% reduce 0%
21/10/20 16:04:39 INFO mapreduce.Job:  map 16% reduce 0%
21/10/20 16:04:40 INFO mapreduce.Job:  map 17% reduce 0%
21/10/20 16:04:42 INFO mapreduce.Job:  map 18% reduce 0%
21/10/20 16:04:48 INFO mapreduce.Job:  map 20% reduce 0%
21/10/20 16:04:49 INFO mapreduce.Job:  map 21% reduce 2%
21/10/20 16:04:51 INFO mapreduce.Job:  map 22% reduce 2%
21/10/20 16:04:53 INFO mapreduce.Job:  map 23% reduce 2%
21/10/20 16:04:59 INFO mapreduce.Job:  map 24% reduce 2%
21/10/20 16:05:00 INFO mapreduce.Job:  map 26% reduce 2%
21/10/20 16:05:02 INFO mapreduce.Job:  map 27% reduce 2%
21/10/20 16:05:04 INFO mapreduce.Job:  map 28% reduce 2%
21/10/20 16:05:09 INFO mapreduce.Job:  map 29% reduce 2%
21/10/20 16:05:11 INFO mapreduce.Job:  map 31% reduce 2%
21/10/20 16:05:12 INFO mapreduce.Job:  map 32% reduce 2%
21/10/20 16:05:13 INFO mapreduce.Job:  map 32% reduce 3%
21/10/20 16:05:16 INFO mapreduce.Job:  map 33% reduce 3%
21/10/20 16:05:19 INFO mapreduce.Job:  map 33% reduce 5%
21/10/20 16:05:21 INFO mapreduce.Job:  map 34% reduce 5%
21/10/20 16:05:22 INFO mapreduce.Job:  map 35% reduce 6%
21/10/20 16:05:23 INFO mapreduce.Job:  map 36% reduce 6%
21/10/20 16:05:26 INFO mapreduce.Job:  map 37% reduce 6%
21/10/20 16:05:31 INFO mapreduce.Job:  map 38% reduce 6%
21/10/20 16:05:33 INFO mapreduce.Job:  map 39% reduce 6%
21/10/20 16:05:34 INFO mapreduce.Job:  map 40% reduce 6%
21/10/20 16:05:35 INFO mapreduce.Job:  map 41% reduce 7%
21/10/20 16:05:42 INFO mapreduce.Job:  map 42% reduce 7%
21/10/20 16:05:43 INFO mapreduce.Job:  map 43% reduce 7%
21/10/20 16:05:44 INFO mapreduce.Job:  map 44% reduce 7%
21/10/20 16:05:45 INFO mapreduce.Job:  map 45% reduce 7%
21/10/20 16:05:52 INFO mapreduce.Job:  map 45% reduce 11%
21/10/20 16:05:54 INFO mapreduce.Job:  map 46% reduce 11%
21/10/20 16:05:56 INFO mapreduce.Job:  map 48% reduce 11%
21/10/20 16:06:00 INFO mapreduce.Job:  map 49% reduce 11%
21/10/20 16:06:02 INFO mapreduce.Job:  map 49% reduce 12%
