21/10/29 02:53:53 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/29 02:53:54 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635447527557, maxDate=1636052327557, sequenceNumber=5121012, masterKeyId=654 on ha-hdfs:cuhkcluster
21/10/29 02:53:54 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/29 02:53:54 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635447527650, maxDate=1636052327650, sequenceNumber=16662, masterKeyId=265))
21/10/29 02:53:54 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635447527557, maxDate=1636052327557, sequenceNumber=5121012, masterKeyId=654)
21/10/29 02:53:54 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635447527650, maxDate=1636052327650, sequenceNumber=16662, masterKeyId=265)
21/10/29 02:53:54 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_15604
21/10/29 02:53:54 INFO input.FileInputFormat: Total input files to process : 1
21/10/29 02:53:54 INFO mapreduce.JobSubmitter: number of splits:182
21/10/29 02:53:54 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_15604
21/10/29 02:53:54 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635447527557, maxDate=1636052327557, sequenceNumber=5121012, masterKeyId=654), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635447527650, maxDate=1636052327650, sequenceNumber=16662, masterKeyId=265)]
21/10/29 02:53:55 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/29 02:53:55 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/29 02:53:55 INFO impl.YarnClientImpl: Submitted application application_1633939588974_15604
21/10/29 02:53:55 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_15604/
21/10/29 02:53:55 INFO mapreduce.Job: Running job: job_1633939588974_15604
21/10/29 02:54:03 INFO mapreduce.Job: Job job_1633939588974_15604 running in uber mode : false
21/10/29 02:54:03 INFO mapreduce.Job:  map 0% reduce 0%
21/10/29 02:54:23 INFO mapreduce.Job:  map 1% reduce 0%
21/10/29 02:54:24 INFO mapreduce.Job:  map 2% reduce 0%
21/10/29 02:54:26 INFO mapreduce.Job:  map 4% reduce 0%
21/10/29 02:54:27 INFO mapreduce.Job:  map 5% reduce 0%
21/10/29 02:54:49 INFO mapreduce.Job:  map 6% reduce 0%
21/10/29 02:54:51 INFO mapreduce.Job:  map 7% reduce 0%
21/10/29 02:54:53 INFO mapreduce.Job:  map 8% reduce 0%
21/10/29 02:55:01 INFO mapreduce.Job:  map 9% reduce 0%
21/10/29 02:55:04 INFO mapreduce.Job:  map 10% reduce 0%
21/10/29 02:55:06 INFO mapreduce.Job:  map 11% reduce 0%
21/10/29 02:55:09 INFO mapreduce.Job:  map 12% reduce 0%
21/10/29 02:55:10 INFO mapreduce.Job:  map 13% reduce 0%
21/10/29 02:55:29 INFO mapreduce.Job:  map 14% reduce 0%
21/10/29 02:55:33 INFO mapreduce.Job:  map 15% reduce 0%
21/10/29 02:55:38 INFO mapreduce.Job:  map 16% reduce 0%
21/10/29 02:55:43 INFO mapreduce.Job:  map 17% reduce 0%
21/10/29 02:55:46 INFO mapreduce.Job:  map 18% reduce 0%
21/10/29 02:55:48 INFO mapreduce.Job:  map 19% reduce 0%
21/10/29 02:55:49 INFO mapreduce.Job:  map 20% reduce 0%
21/10/29 02:55:50 INFO mapreduce.Job:  map 20% reduce 3%
21/10/29 02:56:06 INFO mapreduce.Job:  map 21% reduce 3%
21/10/29 02:56:12 INFO mapreduce.Job:  map 22% reduce 3%
21/10/29 02:56:15 INFO mapreduce.Job:  map 22% reduce 4%
21/10/29 02:56:16 INFO mapreduce.Job:  map 23% reduce 4%
21/10/29 02:56:21 INFO mapreduce.Job:  map 24% reduce 4%
21/10/29 02:56:23 INFO mapreduce.Job:  map 25% reduce 4%
21/10/29 02:56:26 INFO mapreduce.Job:  map 26% reduce 4%
21/10/29 02:56:43 INFO mapreduce.Job:  map 27% reduce 4%
21/10/29 02:56:49 INFO mapreduce.Job:  map 28% reduce 4%
21/10/29 02:56:53 INFO mapreduce.Job:  map 29% reduce 4%
21/10/29 02:56:55 INFO mapreduce.Job:  map 29% reduce 5%
21/10/29 02:56:57 INFO mapreduce.Job:  map 30% reduce 5%
21/10/29 02:57:01 INFO mapreduce.Job:  map 31% reduce 5%
21/10/29 02:57:04 INFO mapreduce.Job:  map 32% reduce 5%
21/10/29 02:57:06 INFO mapreduce.Job:  map 32% reduce 10%
21/10/29 02:57:21 INFO mapreduce.Job:  map 33% reduce 10%
21/10/29 02:57:24 INFO mapreduce.Job:  map 34% reduce 10%
21/10/29 02:57:26 INFO mapreduce.Job:  map 34% reduce 11%
21/10/29 02:57:33 INFO mapreduce.Job:  map 35% reduce 11%
21/10/29 02:57:36 INFO mapreduce.Job:  map 36% reduce 11%
21/10/29 02:57:38 INFO mapreduce.Job:  map 37% reduce 11%
21/10/29 02:57:42 INFO mapreduce.Job:  map 38% reduce 11%
